 Taxa de analfabetismo - Brasil
Taxa de analfabetismo por Município
Período:2010
"Município";"Taxa_de_analfabetismo"
"310370 ARAPONGA";22,8
"310375 ARAPORA";8,4
"310380 ARAPUA";6,2
"310390 ARAUJOS";7,0
"310400 ARAXA";4,2
"310410 ARCEBURGO";10,1
"310420 ARCOS";5,1
"310430 AREADO";6,9
"310440 ARGIRITA";10,3
"310445 ARICANDUVA";21,7
"310450 ARINOS";13,9
"310460 ASTOLFO DUTRA";7,3
"310470 ATALEIA";24,9
"310480 AUGUSTO DE LIMA";14,7
"310490 BAEPENDI";9,1
"310500 BALDIM";9,5
"310510 BAMBUI";6,6
"310520 BANDEIRA";29,3
"310530 BANDEIRA DO SUL";8,3
"310540 BARAO DE COCAIS";3,6
"310550 BARAO DE MONTE ALTO";16,8
"310560 BARBACENA";5,0
"310570 BARRA LONGA";15,5
"310590 BARROSO";5,5
"310600 BELA VISTA DE MINAS";8,5
"310610 BELMIRO BRAGA";13,7
"310620 BELO HORIZONTE";2,8
"310630 BELO ORIENTE";10,7
"310640 BELO VALE";8,4
"310650 BERILO";20,5
"310660 BERTOPOLIS";29,5
"310665 BERIZAL";25,3
"310670 BETIM";4,8
"310680 BIAS FORTES";16,2
"310690 BICAS";6,7
"310700 BIQUINHAS";11,4
"310710 BOA ESPERANCA";7,0
"310720 BOCAINA DE MINAS";18,5
"310730 BOCAIUVA";12,0
"310740 BOM DESPACHO";6,2
"310750 BOM JARDIM DE MINAS";11,3
"310760 BOM JESUS DA PENHA";8,6
"310770 BOM JESUS DO AMPARO";9,1
"310780 BOM JESUS DO GALHO";18,5
"310790 BOM REPOUSO";11,0
"310800 BOM SUCESSO";11,8
"310810 BONFIM";13,3
"310820 BONFINOPOLIS DE MINAS";11,2
"310825 BONITO DE MINAS";27,4
"310830 BORDA DA MATA";7,5
"310840 BOTELHOS";8,2
"310850 BOTUMIRIM";15,8
"310855 BRASILANDIA DE MINAS";9,6
"310860 BRASILIA DE MINAS";14,7
"310870 BRAS PIRES";14,4
"310880 BRAUNAS";17,3
"310890 BRAZOPOLIS";9,3
"310900 BRUMADINHO";5,8
"310910 BUENO BRANDAO";10,5
"310920 BUENOPOLIS";15,6
"310925 BUGRE";19,1
"310930 BURITIS";14,2
"310940 BURITIZEIRO";12,7
"310945 CABECEIRA GRANDE";13,5
"310950 CABO VERDE";9,6
"310960 CACHOEIRA DA PRATA";3,7
"310970 CACHOEIRA DE MINAS";7,3
"310980 CACHOEIRA DOURADA";12,6
"310990 CAETANOPOLIS";5,6
"311000 CAETE";5,0
"311010 CAIANA";12,6
"311020 CAJURI";11,4
"311030 CALDAS";7,8
"311040 CAMACHO";12,0
"311050 CAMANDUCAIA";12,2
"311060 CAMBUI";7,2
"311070 CAMBUQUIRA";8,5
"311080 CAMPANARIO";17,8
"311090 CAMPANHA";7,2
"311100 CAMPESTRE";8,8
"311110 CAMPINA VERDE";8,3
"311115 CAMPO AZUL";20,6
"311120 CAMPO BELO";8,4
"311130 CAMPO DO MEIO";8,2
"311140 CAMPO FLORIDO";8,5
"311150 CAMPOS ALTOS";9,8
"311160 CAMPOS GERAIS";11,3
"311170 CANAA";15,0
"311180 CANAPOLIS";14,2
"311190 CANA VERDE";12,2
"311200 CANDEIAS";12,7
"311205 CANTAGALO";12,3
"311210 CAPARAO";12,4
"311220 CAPELA NOVA";9,9
"311230 CAPELINHA";18,0
"311240 CAPETINGA";13,2
"311250 CAPIM BRANCO";6,2
"311260 CAPINOPOLIS";12,2
"311265 CAPITAO ANDRADE";16,0
"311270 CAPITAO ENEAS";16,7
"311280 CAPITOLIO";6,3
"311290 CAPUTIRA";13,8
"311300 CARAI";26,6
"311310 CARANAIBA";8,8
"311320 CARANDAI";7,4
"311330 CARANGOLA";9,3
"311340 CARATINGA";9,8
"311350 CARBONITA";18,1
"311360 CAREACU";12,5
"311370 CARLOS CHAGAS";22,4
"311380 CARMESIA";16,0
"311390 CARMO DA CACHOEIRA";10,6
"311400 CARMO DA MATA";7,6
"311410 CARMO DE MINAS";10,6
"311420 CARMO DO CAJURU";6,8
"311430 CARMO DO PARANAIBA";8,1
"311440 CARMO DO RIO CLARO";7,8
"311450 CARMOPOLIS DE MINAS";4,6
"311455 CARNEIRINHO";11,5
"311460 CARRANCAS";7,3
"311470 CARVALHOPOLIS";7,5
"311480 CARVALHOS";14,5
"311490 CASA GRANDE";5,2
"311500 CASCALHO RICO";5,9
"311510 CASSIA";9,9
"311520 CONCEICAO DA BARRA DE MINAS";7,4
"311530 CATAGUASES";5,5
"311535 CATAS ALTAS";7,4
"311540 CATAS ALTAS DA NORUEGA";14,9
"311545 CATUJI";25,2
"311547 CATUTI";26,3
"311550 CAXAMBU";5,6
"311560 CEDRO DO ABAETE";15,0
"311570 CENTRAL DE MINAS";20,6
"311580 CENTRALINA";12,5
"311590 CHACARA";13,0
"311600 CHALE";16,3
"311610 CHAPADA DO NORTE";24,9
"311615 CHAPADA GAUCHA";16,8
"311620 CHIADOR";12,9
"311630 CIPOTANEA";13,4
"311640 CLARAVAL";7,2
"311650 CLARO DOS POCOES";17,2
"311660 CLAUDIO";4,8
"311670 COIMBRA";9,7
"311680 COLUNA";18,5
"311690 COMENDADOR GOMES";7,5
"311700 COMERCINHO";24,3
"311710 CONCEICAO DA APARECIDA";9,0
"311720 CONCEICAO DAS PEDRAS";8,6
"311730 CONCEICAO DAS ALAGOAS";8,3
"311740 CONCEICAO DE IPANEMA";14,5
"311750 CONCEICAO DO MATO DENTRO";19,5
"311760 CONCEICAO DO PARA";8,1
"311770 CONCEICAO DO RIO VERDE";12,3
"311780 CONCEICAO DOS OUROS";7,5
"311783 CONEGO MARINHO";20,3
"311787 CONFINS";5,1
"311790 CONGONHAL";9,2
"311800 CONGONHAS";4,4
"311810 CONGONHAS DO NORTE";28,0
"311820 CONQUISTA";8,4
"311830 CONSELHEIRO LAFAIETE";3,1
"311840 CONSELHEIRO PENA";15,2
"311850 CONSOLACAO";13,0
"311860 CONTAGEM";3,4
"311870 COQUEIRAL";7,2
"311880 CORACAO DE JESUS";17,4
"311890 CORDISBURGO";9,9
"311900 CORDISLANDIA";13,8
"311910 CORINTO";10,3
"311920 COROACI";15,9
"311930 COROMANDEL";7,7
"311940 CORONEL FABRICIANO";6,2
"311950 CORONEL MURTA";19,6
"311960 CORONEL PACHECO";10,4
"311970 CORONEL XAVIER CHAVES";6,1
"311980 CORREGO DANTA";9,0
"311990 CORREGO DO BOM JESUS";12,5
"311995 CORREGO FUNDO";7,4
"312000 CORREGO NOVO";19,3
"312010 COUTO DE MAGALHAES DE MINAS";10,2
"312015 CRISOLITA";36,3
"312020 CRISTAIS";7,9
"312030 CRISTALIA";19,4
"312040 CRISTIANO OTONI";6,2
"312050 CRISTINA";9,5
"312060 CRUCILANDIA";10,7
"312070 CRUZEIRO DA FORTALEZA";9,4
"312080 CRUZILIA";9,3
"312083 CUPARAQUE";20,3
"312087 CURRAL DE DENTRO";24,4
"312090 CURVELO";8,1
"312100 DATAS";10,8
"312110 DELFIM MOREIRA";8,4
"312120 DELFINOPOLIS";9,6
"312125 DELTA";13,1
"312130 DESCOBERTO";6,9
"312140 DESTERRO DE ENTRE RIOS";14,2
"312150 DESTERRO DO MELO";14,7
"312160 DIAMANTINA";9,5
"312170 DIOGO DE VASCONCELOS";17,1
"312180 DIONISIO";9,3
"312190 DIVINESIA";8,7
"312200 DIVINO";13,4
"312210 DIVINO DAS LARANJEIRAS";18,1
"312220 DIVINOLANDIA DE MINAS";12,7
"312230 DIVINOPOLIS";3,7
"312235 DIVISA ALEGRE";22,5
"312240 DIVISA NOVA";11,7
"312245 DIVISOPOLIS";23,9
"312247 DOM BOSCO";13,2
"312250 DOM CAVATI";12,3
"312260 DOM JOAQUIM";18,2
"312270 DOM SILVERIO";9,8
"312280 DOM VICOSO";10,1
"312290 DONA EUSEBIA";8,7
"312300 DORES DE CAMPOS";7,1
"312310 DORES DE GUANHAES";20,3
"312320 DORES DO INDAIA";11,0
"312330 DORES DO TURVO";16,6
"312340 DORESOPOLIS";6,1
"312350 DOURADOQUARA";6,2
"312352 DURANDE";18,4
"312360 ELOI MENDES";9,8
"312370 ENGENHEIRO CALDAS";18,8
"312380 ENGENHEIRO NAVARRO";17,5
"312385 ENTRE FOLHAS";12,6
"312390 ENTRE RIOS DE MINAS";7,4
"312400 ERVALIA";14,3
"312410 ESMERALDAS";8,2
"312420 ESPERA FELIZ";14,3
"312430 ESPINOSA";22,5
"312440 ESPIRITO SANTO DO DOURADO";11,3
"312450 ESTIVA";8,2
"312460 ESTRELA DALVA";16,6
"312470 ESTRELA DO INDAIA";14,6
"312480 ESTRELA DO SUL";10,5
"312490 EUGENOPOLIS";10,5
"312500 EWBANK DA CAMARA";11,0
"312510 EXTREMA";7,4
"312520 FAMA";9,6
"312530 FARIA LEMOS";13,4
"312540 FELICIO DOS SANTOS";16,4
"312550 SAO GONCALO DO RIO PRETO";18,5
"312560 FELISBURGO";27,3
"312570 FELIXLANDIA";10,1
"312580 FERNANDES TOURINHO";22,0
"312590 FERROS";20,5
"312595 FERVEDOURO";15,0
"312600 FLORESTAL";5,7
"312610 FORMIGA";6,6
"312620 FORMOSO";18,6
"312630 FORTALEZA DE MINAS";11,0
"312640 FORTUNA DE MINAS";7,4
"312650 FRANCISCO BADARO";22,2
"312660 FRANCISCO DUMONT";18,1
"312670 FRANCISCO SA";21,5
"312675 FRANCISCOPOLIS";30,0
"312680 FREI GASPAR";27,3
"312690 FREI INOCENCIO";17,0
"312695 FREI LAGONEGRO";22,8
"312700 FRONTEIRA";11,3
"312705 FRONTEIRA DOS VALES";29,7
"312707 FRUTA DE LEITE";34,0
"312710 FRUTAL";6,6
"312720 FUNILANDIA";11,6
"312730 GALILEIA";20,2
"312733 GAMELEIRAS";25,1
"312735 GLAUCILANDIA";13,4
"312737 GOIABEIRA";21,1
"312738 GOIANA";9,5
"312740 GONCALVES";13,3
"312750 GONZAGA";18,3
"312760 GOUVEIA";7,6
"312770 GOVERNADOR VALADARES";7,2
"312780 GRAO MOGOL";18,7
"312790 GRUPIARA";8,6
"312800 GUANHAES";11,6
"312810 GUAPE";9,8
"312820 GUARACIABA";18,8
"312825 GUARACIAMA";15,3
"312830 GUARANESIA";11,1
"312840 GUARANI";11,4
"312850 GUARARA";9,3
"312860 GUARDA-MOR";8,7
"312870 GUAXUPE";6,1
"312880 GUIDOVAL";11,0
"312890 GUIMARANIA";7,5
"312900 GUIRICEMA";13,9
"312910 GURINHATA";14,3
"312920 HELIODORA";11,5
"312930 IAPU";17,7
"312940 IBERTIOGA";15,5
"312950 IBIA";5,3
"312960 IBIAI";19,4
"312965 IBIRACATU";23,9
"312970 IBIRACI";9,0
"312980 IBIRITE";6,0
"312990 IBITIURA DE MINAS";11,4
"313000 IBITURUNA";10,3
"313005 ICARAI DE MINAS";14,8
"313010 IGARAPE";7,5
"313020 IGARATINGA";7,8
"313030 IGUATAMA";5,5
"313040 IJACI";6,7
"313050 ILICINEA";8,1
"313055 IMBE DE MINAS";16,2
"313060 INCONFIDENTES";9,1
"313065 INDAIABIRA";31,4
"313070 INDIANOPOLIS";10,9
"313080 INGAI";6,3
"313090 INHAPIM";14,8
"313100 INHAUMA";8,2
"313110 INIMUTABA";12,7
"313115 IPABA";11,0
"313120 IPANEMA";14,1
"313130 IPATINGA";4,7
"313140 IPIACU";16,1
"313150 IPUIUNA";11,9
"313160 IRAI DE MINAS";8,3
"313170 ITABIRA";6,0
"313180 ITABIRINHA";20,0
"313190 ITABIRITO";3,7
"313200 ITACAMBIRA";13,5
"313210 ITACARAMBI";17,5
"313220 ITAGUARA";7,8
"313230 ITAIPE";23,0
"313240 ITAJUBA";4,0
"313250 ITAMARANDIBA";17,3
"313260 ITAMARATI DE MINAS";7,9
"313270 ITAMBACURI";21,5
"313280 ITAMBE DO MATO DENTRO";19,5
"313290 ITAMOGI";10,8
"313300 ITAMONTE";5,9
"313310 ITANHANDU";4,6
"313320 ITANHOMI";17,5
"313330 ITAOBIM";20,2
"313340 ITAPAGIPE";6,9
"313350 ITAPECERICA";10,5
"313360 ITAPEVA";9,6
"313370 ITATIAIUCU";8,9
"313375 ITAU DE MINAS";4,4
"313380 ITAUNA";3,8
"313390 ITAVERAVA";14,4
"313400 ITINGA";21,1
"313410 ITUETA";17,0
"313420 ITUIUTABA";8,3
"313430 ITUMIRIM";4,3
"313440 ITURAMA";8,4
"313450 ITUTINGA";6,0
"313460 JABOTICATUBAS";10,5
"313470 JACINTO";28,1
"313480 JACUI";10,7
"313490 JACUTINGA";6,7
"313500 JAGUARACU";9,2
"313505 JAIBA";16,6
"313507 JAMPRUCA";22,5
"313510 JANAUBA";13,7
"313520 JANUARIA";17,5
"313530 JAPARAIBA";6,8
"313535 JAPONVAR";21,1
"313540 JECEABA";6,9
"313545 JENIPAPO DE MINAS";22,8
"313550 JEQUERI";17,0
"313560 JEQUITAI";17,6
"313570 JEQUITIBA";8,9
"313580 JEQUITINHONHA";25,3
"313590 JESUANIA";9,3
"313600 JOAIMA";28,7
"313610 JOANESIA";19,2
"313620 JOAO MONLEVADE";3,9
"313630 JOAO PINHEIRO";9,1
"313640 JOAQUIM FELICIO";16,6
"313650 JORDANIA";22,3
"313652 JOSE GONCALVES DE MINAS";18,7
"313655 JOSE RAYDAN";22,3
"313657 JOSENOPOLIS";29,2
"313660 NOVA UNIAO";12,1
"313665 JUATUBA";7,3
"313670 JUIZ DE FORA";3,3
"313680 JURAMENTO";14,7
"313690 JURUAIA";6,1
"313695 JUVENILIA";22,5
"313700 LADAINHA";28,9
"313710 LAGAMAR";11,4
"313720 LAGOA DA PRATA";7,1
"313730 LAGOA DOS PATOS";15,1
"313740 LAGOA DOURADA";6,5
"313750 LAGOA FORMOSA";9,9
"313753 LAGOA GRANDE";12,6
"313760 LAGOA SANTA";4,6
"313770 LAJINHA";17,0
"313780 LAMBARI";6,5
"313790 LAMIM";13,8
"313800 LARANJAL";10,1
"313810 LASSANCE";13,7
"313820 LAVRAS";3,9
"313830 LEANDRO FERREIRA";10,8
"313835 LEME DO PRADO";17,3
"313840 LEOPOLDINA";7,4
"313850 LIBERDADE";13,3
"313860 LIMA DUARTE";9,9
"313862 LIMEIRA DO OESTE";11,2
"313865 LONTRA";23,2
"313867 LUISBURGO";14,8
"313868 LUISLANDIA";18,7
"313870 LUMINARIAS";10,3
"313880 LUZ";8,5
"313890 MACHACALIS";23,2
"313900 MACHADO";7,6
"313910 MADRE DE DEUS DE MINAS";8,1
"313920 MALACACHETA";24,9
"313925 MAMONAS";28,1
"313930 MANGA";24,4
"313940 MANHUACU";8,2
"313950 MANHUMIRIM";12,3
"313960 MANTENA";14,8
"313970 MARAVILHAS";8,4
"313980 MAR DE ESPANHA";8,6
"313990 MARIA DA FE";6,7
"314000 MARIANA";6,5
"314010 MARILAC";20,2
"314015 MARIO CAMPOS";8,3
"314020 MARIPA DE MINAS";12,4
"314030 MARLIERIA";11,9
"314040 MARMELOPOLIS";9,5
"314050 MARTINHO CAMPOS";9,1
"314053 MARTINS SOARES";15,5
"314055 MATA VERDE";31,5
"314060 MATERLANDIA";23,1
"314070 MATEUS LEME";7,5
"314080 MATIAS BARBOSA";5,3
"314085 MATIAS CARDOSO";22,1
"314090 MATIPO";14,3
"314100 MATO VERDE";20,6
"314110 MATOZINHOS";5,1
"314120 MATUTINA";11,4
"314130 MEDEIROS";5,3
"314140 MEDINA";22,4
"314150 MENDES PIMENTEL";23,8
"314160 MERCES";12,6
"314170 MESQUITA";19,2
"314180 MINAS NOVAS";23,3
"314190 MINDURI";7,8
"314200 MIRABELA";15,8
"314210 MIRADOURO";13,6
"314220 MIRAI";13,4
"314225 MIRAVANIA";22,8
"314230 MOEDA";6,9
"314240 MOEMA";6,5
"314250 MONJOLOS";15,5
"314260 MONSENHOR PAULO";11,1
"314270 MONTALVANIA";22,5
"314280 MONTE ALEGRE DE MINAS";10,6
"314290 MONTE AZUL";23,2
"314300 MONTE BELO";10,4
"314310 MONTE CARMELO";6,7
"314315 MONTE FORMOSO";30,7
"314320 MONTE SANTO DE MINAS";12,2
"314330 MONTES CLAROS";6,2
"314340 MONTE SIAO";6,9
"314345 MONTEZUMA";23,4
"314350 MORADA NOVA DE MINAS";9,4
"314360 MORRO DA GARCA";11,3
"314370 MORRO DO PILAR";23,8
"314380 MUNHOZ";11,6
"314390 MURIAE";7,5
"314400 MUTUM";18,8
"314410 MUZAMBINHO";5,6
"314420 NACIP RAYDAN";22,5
"314430 NANUQUE";14,8
"314435 NAQUE";14,2
"314437 NATALANDIA";12,7
"314440 NATERCIA";8,5
"314450 NAZARENO";8,8
"314460 NEPOMUCENO";9,9
"314465 NINHEIRA";37,2
"314467 NOVA BELEM";24,7
"314470 NOVA ERA";6,9
"314480 NOVA LIMA";2,9
"314490 NOVA MODICA";23,6
"314500 NOVA PONTE";9,4
"314505 NOVA PORTEIRINHA";18,1
"314510 NOVA RESENDE";7,2
"314520 NOVA SERRANA";4,5
"314530 NOVO CRUZEIRO";28,2
"314535 NOVO ORIENTE DE MINAS";30,9
"314537 NOVORIZONTE";21,1
"314540 OLARIA";18,1
"314545 OLHOS-D'AGUA";17,1
"314550 OLIMPIO NORONHA";14,2
"314560 OLIVEIRA";6,0
"314570 OLIVEIRA FORTES";18,1
"314580 ONCA DE PITANGUI";9,7
"314585 ORATORIOS";16,2
"314587 ORIZANIA";15,9
"314590 OURO BRANCO";4,6
"314600 OURO FINO";7,4
"314610 OURO PRETO";4,1
"314620 OURO VERDE DE MINAS";29,0
"314625 PADRE CARVALHO";26,7
"314630 PADRE PARAISO";21,3
"314640 PAINEIRAS";11,6
"314650 PAINS";4,6
"314655 PAI PEDRO";30,4
"314660 PAIVA";12,6
"314670 PALMA";11,9
"314675 PALMOPOLIS";29,5
"314690 PAPAGAIOS";8,2
"314700 PARACATU";7,2
"314710 PARA DE MINAS";3,8
"314720 PARAGUACU";6,4
"314730 PARAISOPOLIS";8,9
"314740 PARAOPEBA";6,0
"314750 PASSABEM";17,0
"314760 PASSA QUATRO";5,2
"314770 PASSA TEMPO";7,3
"314780 PASSA-VINTE";13,3
"314790 PASSOS";5,3
"314795 PATIS";23,0
"314800 PATOS DE MINAS";5,0
"314810 PATROCINIO";6,7
"314820 PATROCINIO DO MURIAE";9,4
"314830 PAULA CANDIDO";9,5
"314840 PAULISTAS";17,1
"314850 PAVAO";23,6
"314860 PECANHA";19,4
"314870 PEDRA AZUL";18,7
"314875 PEDRA BONITA";14,5
"314880 PEDRA DO ANTA";19,2
"314890 PEDRA DO INDAIA";9,8
"314900 PEDRA DOURADA";14,3
"314910 PEDRALVA";8,2
"314915 PEDRAS DE MARIA DA CRUZ";21,2
"314920 PEDRINOPOLIS";10,2
"314930 PEDRO LEOPOLDO";5,6
"314940 PEDRO TEIXEIRA";11,3
"314950 PEQUERI";7,3
"314960 PEQUI";6,6
"314970 PERDIGAO";6,6
"314980 PERDIZES";7,9
"314990 PERDOES";7,6
"314995 PERIQUITO";18,6
"315000 PESCADOR";18,9
"315010 PIAU";12,3
"315015 PIEDADE DE CARATINGA";17,3
"315020 PIEDADE DE PONTE NOVA";15,1
"315030 PIEDADE DO RIO GRANDE";12,9
"315040 PIEDADE DOS GERAIS";14,6
"315050 PIMENTA";8,2
"315053 PINGO-D'AGUA";17,0
"315057 PINTOPOLIS";17,7
"315060 PIRACEMA";11,8
"315070 PIRAJUBA";7,9
"315080 PIRANGA";12,0
"315090 PIRANGUCU";8,5
"315100 PIRANGUINHO";7,0
"315110 PIRAPETINGA";7,3
"315120 PIRAPORA";6,7
"315130 PIRAUBA";9,6
"315140 PITANGUI";5,0
"315150 PIUMHI";6,0
"315160 PLANURA";8,7
"315170 POCO FUNDO";6,2
"315180 POCOS DE CALDAS";3,4
"315190 POCRANE";17,8
"315200 POMPEU";10,6
"315210 PONTE NOVA";6,2
"315213 PONTO CHIQUE";15,2
"315217 PONTO DOS VOLANTES";30,4
"315220 PORTEIRINHA";21,3
"315230 PORTO FIRME";12,5
"315240 POTE";26,2
"315250 POUSO ALEGRE";3,9
"315260 POUSO ALTO";8,4
"315270 PRADOS";5,5
"315280 PRATA";8,9
"315290 PRATAPOLIS";8,3
"315300 PRATINHA";12,3
"315310 PRESIDENTE BERNARDES";11,9
"315320 PRESIDENTE JUSCELINO";21,1
"315330 PRESIDENTE KUBITSCHEK";13,3
"315340 PRESIDENTE OLEGARIO";10,2
"315350 ALTO JEQUITIBA";10,1
"315360 PRUDENTE DE MORAIS";6,6
"315370 QUARTEL GERAL";12,3
"315380 QUELUZITO";6,0
"315390 RAPOSOS";5,4
"315400 RAUL SOARES";13,7
"315410 RECREIO";11,1
"315415 REDUTO";13,4
"315420 RESENDE COSTA";5,9
"315430 RESPLENDOR";14,0
"315440 RESSAQUINHA";11,4
"315445 RIACHINHO";14,4
"315450 RIACHO DOS MACHADOS";21,7
"315460 RIBEIRAO DAS NEVES";6,2
"315470 RIBEIRAO VERMELHO";4,7
"315480 RIO ACIMA";7,9
"315490 RIO CASCA";11,2
"315500 RIO DOCE";12,5
"315510 RIO DO PRADO";24,6
"315520 RIO ESPERA";12,8
"315530 RIO MANSO";10,6
"315540 RIO NOVO";9,1
"315550 RIO PARANAIBA";7,4
"315560 RIO PARDO DE MINAS";23,7
"315570 RIO PIRACICABA";8,1
"315580 RIO POMBA";7,9
"315590 RIO PRETO";10,1
"315600 RIO VERMELHO";25,3
"315610 RITAPOLIS";8,4
"315620 ROCHEDO DE MINAS";9,0
"315630 RODEIRO";6,8
"315640 ROMARIA";8,7
"315645 ROSARIO DA LIMEIRA";13,4
"315650 RUBELITA";20,7
"315660 RUBIM";26,9
"315670 SABARA";5,0
"315680 SABINOPOLIS";16,6
"315690 SACRAMENTO";6,0
"315700 SALINAS";16,7
"315710 SALTO DA DIVISA";26,1
"315720 SANTA BARBARA";4,7
"315725 SANTA BARBARA DO LESTE";13,4
"315727 SANTA BARBARA DO MONTE VERDE";14,8
"315730 SANTA BARBARA DO TUGURIO";14,1
"315733 SANTA CRUZ DE MINAS";5,8
"315737 SANTA CRUZ DE SALINAS";26,3
"315740 SANTA CRUZ DO ESCALVADO";14,9
"315750 SANTA EFIGENIA DE MINAS";19,8
"315760 SANTA FE DE MINAS";20,0
"315765 SANTA HELENA DE MINAS";30,1
"315770 SANTA JULIANA";5,2
"315780 SANTA LUZIA";4,6
"315790 SANTA MARGARIDA";11,4
"315800 SANTA MARIA DE ITABIRA";12,3
"315810 SANTA MARIA DO SALTO";27,6
"315820 SANTA MARIA DO SUACUI";23,1
"315830 SANTANA DA VARGEM";7,9
"315840 SANTANA DE CATAGUASES";12,5
"315850 SANTANA DE PIRAPAMA";18,4
"315860 SANTANA DO DESERTO";11,1
"315870 SANTANA DO GARAMBEU";19,0
"315880 SANTANA DO JACARE";14,6
"315890 SANTANA DO MANHUACU";16,2
"315895 SANTANA DO PARAISO";9,7
"315900 SANTANA DO RIACHO";16,4
"315910 SANTANA DOS MONTES";10,9
"315920 SANTA RITA DE CALDAS";7,9
"315930 SANTA RITA DE JACUTINGA";11,5
"315935 SANTA RITA DE MINAS";15,6
"315940 SANTA RITA DE IBITIPOCA";17,0
"315950 SANTA RITA DO ITUETO";18,6
"315960 SANTA RITA DO SAPUCAI";8,4
"315970 SANTA ROSA DA SERRA";11,8
"315980 SANTA VITORIA";11,6
"315990 SANTO ANTONIO DO AMPARO";12,1
"316000 SANTO ANTONIO DO AVENTUREIRO";14,0
"316010 SANTO ANTONIO DO GRAMA";16,6
"316020 SANTO ANTONIO DO ITAMBE";23,2
"316030 SANTO ANTONIO DO JACINTO";28,3
"316040 SANTO ANTONIO DO MONTE";5,7
"316045 SANTO ANTONIO DO RETIRO";32,3
"316050 SANTO ANTONIO DO RIO ABAIXO";19,5
"316060 SANTO HIPOLITO";17,3
"316070 SANTOS DUMONT";7,1
"316080 SAO BENTO ABADE";11,8
"316090 SAO BRAS DO SUACUI";3,2
"316095 SAO DOMINGOS DAS DORES";12,0
"316100 SAO DOMINGOS DO PRATA";8,6
"316105 SAO FELIX DE MINAS";23,3
"316110 SAO FRANCISCO";17,1
"316120 SAO FRANCISCO DE PAULA";11,4
"316130 SAO FRANCISCO DE SALES";10,3
"316140 SAO FRANCISCO DO GLORIA";14,9
"316150 SAO GERALDO";9,6
"316160 SAO GERALDO DA PIEDADE";19,8
"316165 SAO GERALDO DO BAIXIO";20,7
"316170 SAO GONCALO DO ABAETE";11,3
"316180 SAO GONCALO DO PARA";5,8
"316190 SAO GONCALO DO RIO ABAIXO";11,7
"316200 SAO GONCALO DO SAPUCAI";8,3
"316210 SAO GOTARDO";7,3
"316220 SAO JOAO BATISTA DO GLORIA";9,6
"316225 SAO JOAO DA LAGOA";14,7
"316230 SAO JOAO DA MATA";12,2
"316240 SAO JOAO DA PONTE";30,7
"316245 SAO JOAO DAS MISSOES";29,0
"316250 SAO JOAO DEL REI";3,5
"316255 SAO JOAO DO MANHUACU";14,0
"316257 SAO JOAO DO MANTENINHA";22,0
"316260 SAO JOAO DO ORIENTE";17,5
"316265 SAO JOAO DO PACUI";22,8
"316270 SAO JOAO DO PARAISO";27,3
"316280 SAO JOAO EVANGELISTA";16,4
"316290 SAO JOAO NEPOMUCENO";5,3
"316292 SAO JOAQUIM DE BICAS";8,5
"316294 SAO JOSE DA BARRA";6,4
"316295 SAO JOSE DA LAPA";5,0
"316300 SAO JOSE DA SAFIRA";23,1
"316310 SAO JOSE DA VARGINHA";6,5
"316320 SAO JOSE DO ALEGRE";9,1
"316330 SAO JOSE DO DIVINO";19,2
"316340 SAO JOSE DO GOIABAL";12,7
"316350 SAO JOSE DO JACURI";19,4
"316360 SAO JOSE DO MANTIMENTO";17,6
"316370 SAO LOURENCO";4,3
"316380 SAO MIGUEL DO ANTA";17,5
"316390 SAO PEDRO DA UNIAO";11,5
"316400 SAO PEDRO DOS FERROS";14,0
"316410 SAO PEDRO DO SUACUI";18,6
"316420 SAO ROMAO";12,9
"316430 SAO ROQUE DE MINAS";9,0
"316440 SAO SEBASTIAO DA BELA VISTA";13,6
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";11,5
"316447 SAO SEBASTIAO DO ANTA";18,4
"316450 SAO SEBASTIAO DO MARANHAO";23,0
"316460 SAO SEBASTIAO DO OESTE";9,6
"316470 SAO SEBASTIAO DO PARAISO";6,8
"316480 SAO SEBASTIAO DO RIO PRETO";13,4
"316490 SAO SEBASTIAO DO RIO VERDE";10,1
"316500 SAO TIAGO";7,2
"316510 SAO TOMAS DE AQUINO";10,4
"316520 SAO THOME DAS LETRAS";13,5
"316530 SAO VICENTE DE MINAS";6,1
"316540 SAPUCAI-MIRIM";10,3
"316550 SARDOA";16,7
"316553 SARZEDO";6,5
"316555 SETUBINHA";31,9
"316556 SEM-PEIXE";15,6
"316557 SENADOR AMARAL";10,9
"316560 SENADOR CORTES";11,7
"316570 SENADOR FIRMINO";10,1
"316580 SENADOR JOSE BENTO";11,8
"316590 SENADOR MODESTINO GONCALVES";22,7
"316600 SENHORA DE OLIVEIRA";12,3
"316610 SENHORA DO PORTO";18,7
"316620 SENHORA DOS REMEDIOS";12,6
"316630 SERICITA";17,7
"316640 SERITINGA";9,7
"316650 SERRA AZUL DE MINAS";28,6
"316660 SERRA DA SAUDADE";13,4
"316670 SERRA DOS AIMORES";19,5
"316680 SERRA DO SALITRE";8,7
"316690 SERRANIA";14,0
"316695 SERRANOPOLIS DE MINAS";19,2
"316700 SERRANOS";17,7
"316710 SERRO";18,9
"316720 SETE LAGOAS";3,9
"316730 SILVEIRANIA";11,9
"316740 SILVIANOPOLIS";12,0
"316750 SIMAO PEREIRA";11,1
