,Município,Taxa_de_analfabetismo,ano
11166,130426 UARINI,"35,8",1991
11167,130430 URUCARA,"19,0",1991
11168,130440 URUCURITUBA,"21,4",1991
11169,140005 ALTO ALEGRE,"34,1",1991
11170,140010 BOA VISTA,"13,1",1991
11171,140015 BONFIM,"38,7",1991
11172,140020 CARACARAI,"28,3",1991
11173,140030 MUCAJAI,"32,0",1991
11174,140040 NORMANDIA,"45,4",1991
11175,140050 SAO JOAO DA BALIZA,"33,2",1991
11176,140060 SAO LUIZ,"34,7",1991
11177,150010 ABAETETUBA,"30,9",1991
11178,150020 ACARA,"44,9",1991
11179,150030 AFUA,"52,8",1991
11180,150040 ALENQUER,"28,0",1991
11181,150050 ALMEIRIM,"28,1",1991
11182,150060 ALTAMIRA,"30,2",1991
11183,150070 ANAJAS,"64,9",1991
11184,150080 ANANINDEUA,"11,6",1991
11185,150090 AUGUSTO CORREA,"41,9",1991
11186,150100 AVEIRO,"28,2",1991
11187,150110 BAGRE,"43,1",1991
11188,150120 BAIAO,"26,1",1991
11189,150130 BARCARENA,"19,6",1991
11190,150140 BELEM,"6,8",1991
11191,150150 BENEVIDES,"16,2",1991
11192,150157 BOM JESUS DO TOCANTINS,"38,1",1991
11193,150160 BONITO,"53,6",1991
11194,150170 BRAGANCA,"32,1",1991
11195,150175 BREJO GRANDE DO ARAGUAIA,"43,7",1991
11196,150180 BREVES,"48,4",1991
11197,150190 BUJARU,"34,5",1991
11198,150200 CACHOEIRA DO ARARI,"30,6",1991
11199,150210 CAMETA,"23,0",1991
11200,150220 CAPANEMA,"23,1",1991
11201,150230 CAPITAO POCO,"49,7",1991
11202,150240 CASTANHAL,"17,4",1991
11203,150250 CHAVES,"40,0",1991
11204,150260 COLARES,"23,5",1991
11205,150270 CONCEICAO DO ARAGUAIA,"30,5",1991
11206,150275 CONCORDIA DO PARA,"40,7",1991
11207,150277 CURIONOPOLIS,"39,6",1991
11208,150280 CURRALINHO,"45,6",1991
11209,150290 CURUCA,"19,1",1991
11210,150293 DOM ELISEU,"44,5",1991
11211,150300 FARO,"20,5",1991
11212,150307 GARRAFAO DO NORTE,"59,9",1991
11213,150310 GURUPA,"49,2",1991
11214,150320 IGARAPE-ACU,"31,0",1991
11215,150330 IGARAPE-MIRI,"33,4",1991
11216,150340 INHANGAPI,"29,7",1991
11217,150350 IRITUIA,"35,4",1991
11218,150360 ITAITUBA,"31,7",1991
11219,150370 ITUPIRANGA,"47,1",1991
11220,150380 JACUNDA,"39,3",1991
11221,150390 JURUTI,"22,7",1991
11222,150400 LIMOEIRO DO AJURU,"29,8",1991
11223,150405 MAE DO RIO,"30,7",1991
11224,150410 MAGALHAES BARATA,"18,5",1991
11225,150420 MARABA,"23,8",1991
11226,150430 MARACANA,"19,9",1991
11227,150440 MARAPANIM,"17,2",1991
11228,150445 MEDICILANDIA,"29,9",1991
11229,150450 MELGACO,"70,9",1991
11230,150460 MOCAJUBA,"20,0",1991
11231,150470 MOJU,"44,0",1991
11232,150480 MONTE ALEGRE,"24,9",1991
11233,150490 MUANA,"26,6",1991
11234,150500 NOVA TIMBOTEUA,"34,7",1991
11235,150510 OBIDOS,"23,8",1991
11236,150520 OEIRAS DO PARA,"40,8",1991
11237,150530 ORIXIMINA,"20,0",1991
11238,150540 OUREM,"42,8",1991
11239,150543 OURILANDIA DO NORTE,"32,1",1991
11240,150548 PACAJA,"49,5",1991
11241,150550 PARAGOMINAS,"37,9",1991
11242,150553 PARAUAPEBAS,"26,7",1991
11243,150560 PEIXE-BOI,"30,9",1991
11244,150570 PONTA DE PEDRAS,"24,4",1991
11245,150580 PORTEL,"56,8",1991
11246,150590 PORTO DE MOZ,"56,2",1991
11247,150600 PRAINHA,"32,9",1991
11248,150610 PRIMAVERA,"38,0",1991
11249,150613 REDENCAO,"25,4",1991
11250,150616 RIO MARIA,"37,3",1991
11251,150618 RONDON DO PARA,"33,9",1991
11252,150619 RUROPOLIS,"38,7",1991
11253,150620 SALINOPOLIS,"20,0",1991
11254,150630 SALVATERRA,"18,3",1991
11255,150640 SANTA CRUZ DO ARARI,"28,9",1991
11256,150650 SANTA IZABEL DO PARA,"20,6",1991
11257,150658 SANTA MARIA DAS BARREIRAS,"33,6",1991
11258,150660 SANTA MARIA DO PARA,"37,2",1991
11259,150670 SANTANA DO ARAGUAIA,"33,2",1991
11260,150680 SANTAREM,"17,2",1991
11261,150690 SANTAREM NOVO,"26,9",1991
11262,150700 SANTO ANTONIO DO TAUA,"26,0",1991
11263,150710 SAO CAETANO DE ODIVELAS,"19,4",1991
11264,150720 SAO DOMINGOS DO CAPIM,"40,4",1991
11265,150730 SAO FELIX DO XINGU,"32,5",1991
11266,150740 SAO FRANCISCO DO PARA,"22,4",1991
11267,150745 SAO GERALDO DO ARAGUAIA,"46,3",1991
11268,150747 SAO JOAO DE PIRABAS,"40,0",1991
11269,150750 SAO JOAO DO ARAGUAIA,"45,4",1991
11270,150760 SAO MIGUEL DO GUAMA,"30,5",1991
11271,150770 SAO SEBASTIAO DA BOA VISTA,"27,7",1991
11272,150780 SENADOR JOSE PORFIRIO,"49,5",1991
11273,150790 SOURE,"17,5",1991
11274,150795 TAILANDIA,"34,4",1991
11275,150800 TOME-ACU,"25,8",1991
11276,150808 TUCUMA,"30,0",1991
11277,150810 TUCURUI,"26,1",1991
11278,150815 URUARA,"33,8",1991
11279,150820 VIGIA,"19,2",1991
11280,150830 VISEU,"40,0",1991
11281,150840 XINGUARA,"27,9",1991
11282,160010 AMAPA,"29,1",1991
11283,160020 CALCOENE,"23,3",1991
11284,160023 FERREIRA GOMES,"23,5",1991
11285,160027 LARANJAL DO JARI,"33,0",1991
11286,160030 MACAPA,"14,1",1991
11287,160040 MAZAGAO,"47,8",1991
11288,160050 OIAPOQUE,"19,0",1991
11289,160060 SANTANA,"23,8",1991
11290,160070 TARTARUGALZINHO,"35,7",1991
11291,170035 ALIANCA DO TOCANTINS,"25,3",1991
11292,170040 ALMAS,"46,2",1991
11293,170070 ALVORADA,"20,5",1991
11294,170100 ANANAS,"39,8",1991
11295,170110 APARECIDA DO RIO NEGRO,"29,5",1991
11296,170190 ARAGUACEMA,"36,3",1991
11297,170200 ARAGUACU,"26,8",1991
11298,170210 ARAGUAINA,"24,3",1991
11299,170220 ARAGUATINS,"41,2",1991
11300,170230 ARAPOEMA,"35,6",1991
11301,170240 ARRAIAS,"39,1",1991
11302,170255 AUGUSTINOPOLIS,"44,8",1991
11303,170270 AURORA DO TOCANTINS,"32,0",1991
11304,170290 AXIXA DO TOCANTINS,"55,0",1991
11305,170300 BABACULANDIA,"42,8",1991
11306,170310 BARROLANDIA,"35,6",1991
11307,170320 BERNARDO SAYAO,"31,5",1991
11308,170370 BREJINHO DE NAZARE,"33,8",1991
11309,170380 BURITI DO TOCANTINS,"49,1",1991
11310,170390 CASEARA,"27,5",1991
11311,170550 COLINAS DO TOCANTINS,"25,7",1991
11312,170555 COMBINADO,"34,1",1991
11313,170560 CONCEICAO DO TOCANTINS,"31,5",1991
11314,170600 COUTO MAGALHAES,"30,5",1991
11315,170610 CRISTALANDIA,"31,2",1991
11316,170700 DIANOPOLIS,"30,1",1991
11317,170710 DIVINOPOLIS DO TOCANTINS,"32,5",1991
11318,170720 DOIS IRMAOS DO TOCANTINS,"24,2",1991
11319,170730 DUERE,"32,4",1991
11320,170755 FATIMA,"18,0",1991
11321,170765 FIGUEIROPOLIS,"24,6",1991
11322,170770 FILADELFIA,"38,4",1991
11323,170820 FORMOSO DO ARAGUAIA,"26,5",1991
11324,170830 GOIANORTE,"23,4",1991
11325,170900 GOIATINS,"47,9",1991
11326,170930 GUARAI,"24,0",1991
11327,170950 GURUPI,"16,5",1991
11328,171050 ITACAJA,"38,3",1991
11329,171070 ITAGUATINS,"44,6",1991
11330,171110 ITAPORA DO TOCANTINS,"30,3",1991
11331,171240 LIZARDA,"27,7",1991
11332,171250 MARIANOPOLIS DO TOCANTINS,"28,2",1991
11333,171320 MIRACEMA DO TOCANTINS,"25,0",1991
11334,171330 MIRANORTE,"25,6",1991
11335,171360 MONTE DO CARMO,"34,4",1991
11336,171420 NATIVIDADE,"35,9",1991
11337,171430 NAZARE,"38,1",1991
11338,171488 NOVA OLINDA,"33,8",1991
11339,171500 NOVA ROSALANDIA,"27,1",1991
11340,171510 NOVO ACORDO,"49,8",1991
11341,171575 PALMEIROPOLIS,"25,1",1991
11342,171610 PARAISO DO TOCANTINS,"18,6",1991
11343,171620 PARANA,"47,8",1991
11344,171650 PEDRO AFONSO,"26,6",1991
11345,171660 PEIXE,"32,6",1991
11346,171665 PEQUIZEIRO,"31,8",1991
11347,171670 COLMEIA,"31,5",1991
11348,171700 PINDORAMA DO TOCANTINS,"32,2",1991
11349,171750 PIUM,"31,2",1991
11350,171780 PONTE ALTA DO BOM JESUS,"45,7",1991
11351,171790 PONTE ALTA DO TOCANTINS,"34,6",1991
11352,171800 PORTO ALEGRE DO TOCANTINS,"35,8",1991
11353,171820 PORTO NACIONAL,"18,6",1991
11354,171830 PRAIA NORTE,"49,4",1991
11355,171840 PRESIDENTE KENNEDY,"29,7",1991
11356,171875 RIO SONO,"30,8",1991
11357,171880 SAMPAIO,"66,1",1991
11358,171890 SANTA ROSA DO TOCANTINS,"41,5",1991
11359,171900 SANTA TEREZA DO TOCANTINS,"29,0",1991
11360,172030 SAO SEBASTIAO DO TOCANTINS,"54,5",1991
11361,172049 SAO VALERIO,"39,2",1991
11362,172065 SILVANOPOLIS,"35,1",1991
11363,172080 SITIO NOVO DO TOCANTINS,"44,5",1991
11364,172090 TAGUATINGA,"40,7",1991
11365,172100 PALMAS,"17,4",1991
11366,172110 TOCANTINIA,"30,7",1991
11367,172120 TOCANTINOPOLIS,"36,4",1991
11368,172208 WANDERLANDIA,"34,1",1991
11369,172210 XAMBIOA,"30,0",1991
11370,210005 ACAILANDIA,"41,8",1991
11371,210010 AFONSO CUNHA,"60,1",1991
11372,210020 ALCANTARA,"47,3",1991
11373,210030 ALDEIAS ALTAS,"66,6",1991
11374,210040 ALTAMIRA DO MARANHAO,"59,6",1991
11375,210050 ALTO PARNAIBA,"33,1",1991
11376,210060 AMARANTE DO MARANHAO,"49,9",1991
11377,210070 ANAJATUBA,"56,5",1991
11378,210080 ANAPURUS,"57,7",1991
11379,210090 ARAIOSES,"66,5",1991
11380,210095 ARAME,"58,9",1991
11381,210100 ARARI,"41,5",1991
11382,210110 AXIXA,"29,9",1991
11383,210120 BACABAL,"42,5",1991
11384,210130 BACURI,"44,9",1991
11385,210140 BALSAS,"35,9",1991
11386,210150 BARAO DE GRAJAU,"56,5",1991
11387,210160 BARRA DO CORDA,"49,8",1991
11388,210170 BARREIRINHAS,"47,5",1991
11389,210180 BENEDITO LEITE,"48,6",1991
11390,210190 BEQUIMAO,"38,9",1991
11391,210200 BOM JARDIM,"64,1",1991
11392,210210 BREJO,"58,6",1991
11393,210220 BURITI,"58,3",1991
11394,210230 BURITI BRAVO,"50,8",1991
11395,210240 CAJAPIO,"62,3",1991
11396,210250 CAJARI,"47,4",1991
11397,210260 CANDIDO MENDES,"44,0",1991
11398,210270 CANTANHEDE,"61,6",1991
11399,210280 CAROLINA,"32,0",1991
11400,210290 CARUTAPERA,"49,1",1991
11401,210300 CAXIAS,"48,8",1991
11402,210310 CEDRAL,"29,7",1991
11403,210320 CHAPADINHA,"48,0",1991
11404,210330 CODO,"55,5",1991
11405,210340 COELHO NETO,"46,8",1991
11406,210350 COLINAS,"50,4",1991
11407,210360 COROATA,"59,5",1991
11408,210370 CURURUPU,"36,8",1991
11409,210380 DOM PEDRO,"40,6",1991
11410,210390 DUQUE BACELAR,"55,7",1991
11411,210400 ESPERANTINOPOLIS,"56,5",1991
11412,210405 ESTREITO,"34,2",1991
11413,210410 FORTALEZA DOS NOGUEIRAS,"36,3",1991
11414,210420 FORTUNA,"45,1",1991
11415,210430 GODOFREDO VIANA,"48,1",1991
11416,210440 GONCALVES DIAS,"56,5",1991
11417,210450 GOVERNADOR ARCHER,"56,0",1991
11418,210460 GOVERNADOR EUGENIO BARROS,"61,3",1991
11419,210470 GRACA ARANHA,"48,6",1991
11420,210480 GRAJAU,"48,5",1991
11421,210490 GUIMARAES,"23,0",1991
11422,210500 HUMBERTO DE CAMPOS,"48,6",1991
11423,210510 ICATU,"54,5",1991
11424,210520 IGARAPE GRANDE,"46,4",1991
11425,210530 IMPERATRIZ,"28,2",1991
11426,210540 ITAPECURU MIRIM,"51,0",1991
11427,210550 JOAO LISBOA,"51,9",1991
11428,210560 JOSELANDIA,"53,0",1991
11429,210570 LAGO DA PEDRA,"58,5",1991
11430,210580 LAGO DO JUNCO,"52,6",1991
11431,210590 LAGO VERDE,"56,9",1991
11432,210600 LIMA CAMPOS,"52,0",1991
11433,210610 LORETO,"33,3",1991
11434,210620 LUIS DOMINGUES,"37,7",1991
11435,210630 MAGALHAES DE ALMEIDA,"49,9",1991
11436,210640 MATA ROMA,"51,0",1991
11437,210650 MATINHA,"38,8",1991
11438,210660 MATOES,"59,2",1991
11439,210670 MIRADOR,"50,7",1991
11440,210675 MIRANDA DO NORTE,"42,4",1991
11441,210680 MIRINZAL,"40,3",1991
11442,210690 MONCAO,"50,5",1991
11443,210700 MONTES ALTOS,"46,2",1991
11444,210710 MORROS,"53,1",1991
11445,210720 NINA RODRIGUES,"56,3",1991
11446,210730 NOVA IORQUE,"44,5",1991
11447,210740 OLHO D'AGUA DAS CUNHAS,"56,0",1991
11448,210750 PACO DO LUMIAR,"16,1",1991
11449,210760 PALMEIRANDIA,"50,8",1991
11450,210770 PARAIBANO,"49,3",1991
11451,210780 PARNARAMA,"62,2",1991
11452,210790 PASSAGEM FRANCA,"54,0",1991
11453,210800 PASTOS BONS,"38,8",1991
11454,210810 PAULO RAMOS,"60,3",1991
11455,210820 PEDREIRAS,"38,2",1991
11456,210830 PENALVA,"46,6",1991
11457,210840 PERI MIRIM,"37,8",1991
11458,210850 PINDARE-MIRIM,"40,9",1991
11459,210860 PINHEIRO,"36,9",1991
11460,210870 PIO XII,"57,3",1991
11461,210880 PIRAPEMAS,"55,6",1991
11462,210890 POCAO DE PEDRAS,"49,6",1991
11463,210900 PORTO FRANCO,"40,3",1991
11464,210910 PRESIDENTE DUTRA,"45,0",1991
11465,210920 PRESIDENTE JUSCELINO,"57,2",1991
11466,210930 PRESIDENTE VARGAS,"58,8",1991
11467,210940 PRIMEIRA CRUZ,"44,9",1991
11468,210950 RIACHAO,"40,4",1991
11469,210960 ROSARIO,"38,9",1991
11470,210970 SAMBAIBA,"44,3",1991
11471,210980 SANTA HELENA,"44,9",1991
11472,210990 SANTA INES,"33,7",1991
11473,211000 SANTA LUZIA,"58,5",1991
11474,211003 SANTA LUZIA DO PARUA,"46,4",1991
11475,211010 SANTA QUITERIA DO MARANHAO,"57,8",1991
11476,211020 SANTA RITA,"47,7",1991
11477,211030 SANTO ANTONIO DOS LOPES,"52,9",1991
11478,211040 SAO BENEDITO DO RIO PRETO,"49,2",1991
11479,211050 SAO BENTO,"40,4",1991
11480,211060 SAO BERNARDO,"58,8",1991
11481,211070 SAO DOMINGOS DO MARANHAO,"53,6",1991
11482,211080 SAO FELIX DE BALSAS,"32,7",1991
11483,211090 SAO FRANCISCO DO MARANHAO,"56,6",1991
11484,211100 SAO JOAO BATISTA,"47,8",1991
11485,211110 SAO JOAO DOS PATOS,"42,9",1991
11486,211120 SAO JOSE DE RIBAMAR,"19,9",1991
11487,211130 SAO LUIS,"10,5",1991
11488,211140 SAO LUIS GONZAGA DO MARANHAO,"59,8",1991
11489,211150 SAO MATEUS DO MARANHAO,"51,5",1991
11490,211160 SAO RAIMUNDO DAS MANGABEIRAS,"37,5",1991
11491,211170 SAO VICENTE FERRER,"53,7",1991
11492,211180 SITIO NOVO,"36,8",1991
11493,211190 SUCUPIRA DO NORTE,"39,7",1991
11494,211200 TASSO FRAGOSO,"39,9",1991
11495,211210 TIMBIRAS,"63,1",1991
11496,211220 TIMON,"35,9",1991
11497,211230 TUNTUM,"52,3",1991
11498,211240 TURIACU,"51,9",1991
11499,211250 TUTOIA,"56,7",1991
11500,211260 URBANO SANTOS,"59,3",1991
11501,211270 VARGEM GRANDE,"56,5",1991
11502,211280 VIANA,"35,9",1991
11503,211290 VITORIA DO MEARIM,"56,2",1991
11504,211300 VITORINO FREIRE,"49,2",1991
11505,211400 ZE DOCA,"47,7",1991
11506,220010 AGRICOLANDIA,"42,5",1991
11507,220020 AGUA BRANCA,"42,5",1991
11508,220025 ALAGOINHA DO PIAUI,"65,0",1991
11509,220030 ALTO LONGA,"55,5",1991
11510,220040 ALTOS,"49,8",1991
11511,220050 AMARANTE,"41,8",1991
11512,220060 ANGICAL DO PIAUI,"34,8",1991
11513,220070 ANISIO DE ABREU,"52,8",1991
11514,220080 ANTONIO ALMEIDA,"43,9",1991
11515,220090 AROAZES,"54,7",1991
11516,220100 ARRAIAL,"54,3",1991
11517,220110 AVELINO LOPES,"42,1",1991
11518,220120 BARRAS,"58,8",1991
11519,220130 BARREIRAS DO PIAUI,"33,6",1991
11520,220140 BARRO DURO,"51,7",1991
11521,220150 BATALHA,"57,7",1991
11522,220160 BENEDITINOS,"57,0",1991
11523,220170 BERTOLINIA,"35,9",1991
11524,220180 BOCAINA,"40,1",1991
11525,220190 BOM JESUS,"44,5",1991
11526,220200 BURITI DOS LOPES,"57,6",1991
11527,220210 CAMPINAS DO PIAUI,"41,5",1991
11528,220220 CAMPO MAIOR,"40,7",1991
11529,220230 CANTO DO BURITI,"47,4",1991
11530,220240 CAPITAO DE CAMPOS,"50,6",1991
11531,220250 CARACOL,"64,7",1991
11532,220260 CASTELO DO PIAUI,"50,0",1991
11533,220270 COCAL,"61,5",1991
11534,220280 CONCEICAO DO CANINDE,"53,8",1991
11535,220290 CORRENTE,"37,5",1991
11536,220300 CRISTALANDIA DO PIAUI,"40,8",1991
11537,220310 CRISTINO CASTRO,"46,7",1991
11538,220320 CURIMATA,"31,9",1991
11539,220330 DEMERVAL LOBAO,"47,0",1991
11540,220335 DIRCEU ARCOVERDE,"49,5",1991
11541,220340 DOM EXPEDITO LOPES,"39,9",1991
11542,220342 DOMINGOS MOURAO,"57,5",1991
11543,220345 DOM INOCENCIO,"42,3",1991
11544,220350 ELESBAO VELOSO,"52,9",1991
11545,220360 ELISEU MARTINS,"37,8",1991
11546,220370 ESPERANTINA,"47,2",1991
11547,220380 FLORES DO PIAUI,"53,0",1991
11548,220390 FLORIANO,"26,0",1991
11549,220400 FRANCINOPOLIS,"49,2",1991
11550,220410 FRANCISCO AYRES,"47,9",1991
11551,220420 FRANCISCO SANTOS,"48,5",1991
11552,220430 FRONTEIRAS,"57,6",1991
11553,220440 GILBUES,"36,1",1991
11554,220450 GUADALUPE,"29,3",1991
11555,220460 HUGO NAPOLEAO,"50,0",1991
11556,220470 INHUMA,"45,6",1991
11557,220480 IPIRANGA DO PIAUI,"37,2",1991
11558,220490 ISAIAS COELHO,"53,1",1991
11559,220500 ITAINOPOLIS,"53,7",1991
11560,220510 ITAUEIRA,"39,6",1991
11561,220520 JAICOS,"66,5",1991
11562,220530 JERUMENHA,"38,1",1991
11563,220540 JOAQUIM PIRES,"60,9",1991
11564,220550 JOSE DE FREITAS,"44,5",1991
11565,220560 LANDRI SALES,"35,5",1991
11566,220570 LUIS CORREIA,"54,7",1991
11567,220580 LUZILANDIA,"57,2",1991
11568,220590 MANOEL EMIDIO,"43,1",1991
11569,220600 MARCOS PARENTE,"39,6",1991
11570,220610 MATIAS OLIMPIO,"54,7",1991
11571,220620 MIGUEL ALVES,"59,7",1991
11572,220630 MIGUEL LEAO,"55,6",1991
11573,220640 MONSENHOR GIL,"43,2",1991
11574,220650 MONSENHOR HIPOLITO,"47,7",1991
11575,220660 MONTE ALEGRE DO PIAUI,"42,3",1991
11576,220670 NAZARE DO PIAUI,"49,7",1991
11577,220680 NOSSA SENHORA DOS REMEDIOS,"60,4",1991
11578,220690 NOVO ORIENTE DO PIAUI,"53,1",1991
11579,220700 OEIRAS,"49,3",1991
11580,220720 PADRE MARCOS,"57,8",1991
11581,220730 PAES LANDIM,"45,8",1991
11582,220740 PALMEIRA DO PIAUI,"47,4",1991
11583,220750 PALMEIRAIS,"57,1",1991
11584,220760 PARNAGUA,"39,6",1991
11585,220770 PARNAIBA,"31,0",1991
11586,220780 PAULISTANA,"54,3",1991
11587,220790 PEDRO II,"52,6",1991
11588,220800 PICOS,"38,4",1991
11589,220810 PIMENTEIRAS,"57,5",1991
11590,220820 PIO IX,"57,9",1991
11591,220830 PIRACURUCA,"54,6",1991
11592,220840 PIRIPIRI,"43,0",1991
11593,220850 PORTO,"59,4",1991
11594,220860 PRATA DO PIAUI,"49,6",1991
11595,220870 REDENCAO DO GURGUEIA,"40,4",1991
11596,220880 REGENERACAO,"52,4",1991
11597,220890 RIBEIRO GONCALVES,"44,5",1991
11598,220900 RIO GRANDE DO PIAUI,"52,2",1991
11599,220910 SANTA CRUZ DO PIAUI,"51,0",1991
11600,220920 SANTA FILOMENA,"46,9",1991
11601,220930 SANTA LUZ,"46,3",1991
11602,220940 SANTO ANTONIO DE LISBOA,"43,8",1991
11603,220950 SANTO INACIO DO PIAUI,"54,5",1991
11604,220960 SAO FELIX DO PIAUI,"55,6",1991
11605,220970 SAO FRANCISCO DO PIAUI,"55,2",1991
11606,220980 SAO GONCALO DO PIAUI,"48,5",1991
11607,220985 SAO JOAO DA CANABRAVA,"50,3",1991
11608,220990 SAO JOAO DA SERRA,"56,5",1991
11609,221000 SAO JOAO DO PIAUI,"49,5",1991
11610,221010 SAO JOSE DO PEIXE,"52,4",1991
11611,221020 SAO JOSE DO PIAUI,"52,7",1991
11612,221030 SAO JULIAO,"60,6",1991
11613,221040 SAO MIGUEL DO TAPUIO,"58,6",1991
11614,221050 SAO PEDRO DO PIAUI,"45,7",1991
11615,221060 SAO RAIMUNDO NONATO,"42,0",1991
11616,221070 SIMOES,"72,7",1991
11617,221080 SIMPLICIO MENDES,"38,6",1991
11618,221090 SOCORRO DO PIAUI,"44,8",1991
11619,221100 TERESINA,"19,2",1991
11620,221110 UNIAO,"46,3",1991
11621,221120 URUCUI,"41,3",1991
11622,221130 VALENCA DO PIAUI,"41,8",1991
11623,221140 VARZEA GRANDE,"53,1",1991
11624,230010 ABAIARA,"53,8",1991
11625,230015 ACARAPE,"41,4",1991
11626,230020 ACARAU,"51,2",1991
11627,230030 ACOPIARA,"52,0",1991
11628,230040 AIUABA,"56,5",1991
11629,230050 ALCANTARAS,"49,3",1991
11630,230060 ALTANEIRA,"55,7",1991
11631,230070 ALTO SANTO,"50,2",1991
11632,230075 AMONTADA,"50,2",1991
11633,230080 ANTONINA DO NORTE,"50,3",1991
11634,230090 APUIARES,"45,1",1991
11635,230100 AQUIRAZ,"44,8",1991
11636,230110 ARACATI,"42,2",1991
11637,230120 ARACOIABA,"54,2",1991
11638,230130 ARARIPE,"59,1",1991
11639,230140 ARATUBA,"44,0",1991
11640,230150 ARNEIROZ,"55,2",1991
11641,230160 ASSARE,"51,2",1991
11642,230170 AURORA,"44,3",1991
11643,230180 BAIXIO,"46,4",1991
11644,230185 BANABUIU,"54,7",1991
11645,230190 BARBALHA,"36,9",1991
11646,230195 BARREIRA,"46,5",1991
11647,230200 BARRO,"45,5",1991
11648,230205 BARROQUINHA,"62,0",1991
11649,230210 BATURITE,"37,6",1991
11650,230220 BEBERIBE,"49,5",1991
11651,230230 BELA CRUZ,"48,1",1991
11652,230240 BOA VIAGEM,"50,2",1991
11653,230250 BREJO SANTO,"45,3",1991
11654,230260 CAMOCIM,"47,0",1991
11655,230270 CAMPOS SALES,"47,5",1991
11656,230280 CANINDE,"45,9",1991
11657,230290 CAPISTRANO,"52,0",1991
11658,230300 CARIDADE,"51,5",1991
11659,230310 CARIRE,"51,8",1991
11660,230320 CARIRIACU,"53,1",1991
11661,230330 CARIUS,"56,0",1991
11662,230340 CARNAUBAL,"53,7",1991
11663,230350 CASCAVEL,"44,3",1991
11664,230360 CATARINA,"52,9",1991
11665,230370 CAUCAIA,"26,1",1991
11666,230380 CEDRO,"44,3",1991
11667,230390 CHAVAL,"54,7",1991
11668,230395 CHOROZINHO,"53,8",1991
11669,230400 COREAU,"57,3",1991
11670,230410 CRATEUS,"41,3",1991
11671,230420 CRATO,"32,1",1991
11672,230423 CROATA,"53,4",1991
11673,230425 CRUZ,"51,8",1991
11674,230426 DEPUTADO IRAPUAN PINHEIRO,"52,0",1991
11675,230427 ERERE,"52,4",1991
11676,230428 EUSEBIO,"35,2",1991
11677,230430 FARIAS BRITO,"53,8",1991
11678,230435 FORQUILHA,"50,2",1991
11679,230440 FORTALEZA,"15,8",1991
11680,230450 FRECHEIRINHA,"53,1",1991
11681,230460 GENERAL SAMPAIO,"66,2",1991
11682,230465 GRACA,"64,2",1991
11683,230470 GRANJA,"62,0",1991
11684,230480 GRANJEIRO,"59,4",1991
11685,230490 GROAIRAS,"46,8",1991
11686,230495 GUAIUBA,"44,0",1991
11687,230500 GUARACIABA DO NORTE,"52,6",1991
11688,230510 GUARAMIRANGA,"44,6",1991
11689,230520 HIDROLANDIA,"46,5",1991
11690,230523 HORIZONTE,"44,1",1991
11691,230526 IBARETAMA,"55,4",1991
11692,230530 IBIAPINA,"48,6",1991
11693,230533 IBICUITINGA,"49,0",1991
11694,230535 ICAPUI,"45,5",1991
11695,230540 ICO,"51,6",1991
11696,230550 IGUATU,"40,9",1991
11697,230560 INDEPENDENCIA,"46,8",1991
11698,230565 IPAPORANGA,"52,8",1991
11699,230570 IPAUMIRIM,"43,4",1991
11700,230580 IPU,"47,6",1991
11701,230590 IPUEIRAS,"56,4",1991
11702,230600 IRACEMA,"49,4",1991
11703,230610 IRAUCUBA,"42,8",1991
11704,230620 ITAICABA,"42,5",1991
11705,230630 ITAPAGE,"43,1",1991
11706,230640 ITAPIPOCA,"44,8",1991
11707,230650 ITAPIUNA,"51,1",1991
11708,230655 ITAREMA,"54,1",1991
11709,230660 ITATIRA,"53,7",1991
11710,230670 JAGUARETAMA,"47,8",1991
11711,230680 JAGUARIBARA,"44,3",1991
11712,230690 JAGUARIBE,"45,4",1991
11713,230700 JAGUARUANA,"46,4",1991
11714,230710 JARDIM,"47,8",1991
11715,230720 JATI,"52,5",1991
11716,230730 JUAZEIRO DO NORTE,"34,4",1991
11717,230740 JUCAS,"56,0",1991
11718,230750 LAVRAS DA MANGABEIRA,"49,7",1991
11719,230760 LIMOEIRO DO NORTE,"32,6",1991
11720,230763 MADALENA,"48,0",1991
11721,230765 MARACANAU,"21,9",1991
11722,230770 MARANGUAPE,"30,9",1991
11723,230780 MARCO,"48,6",1991
11724,230790 MARTINOPOLE,"48,3",1991
11725,230800 MASSAPE,"55,0",1991
11726,230810 MAURITI,"55,6",1991
11727,230820 MERUOCA,"44,5",1991
11728,230830 MILAGRES,"50,6",1991
11729,230835 MILHA,"50,0",1991
11730,230837 MIRAIMA,"51,7",1991
11731,230840 MISSAO VELHA,"53,6",1991
11732,230850 MOMBACA,"51,4",1991
11733,230860 MONSENHOR TABOSA,"47,4",1991
11734,230870 MORADA NOVA,"46,1",1991
11735,230880 MORAUJO,"52,0",1991
11736,230890 MORRINHOS,"47,9",1991
11737,230900 MUCAMBO,"48,6",1991
11738,230910 MULUNGU,"43,9",1991
11739,230920 NOVA OLINDA,"42,8",1991
11740,230930 NOVA RUSSAS,"50,6",1991
11741,230940 NOVO ORIENTE,"52,8",1991
11742,230945 OCARA,"51,8",1991
11743,230950 OROS,"44,2",1991
11744,230960 PACAJUS,"41,4",1991
11745,230970 PACATUBA,"30,4",1991
11746,230980 PACOTI,"45,4",1991
11747,230990 PACUJA,"41,4",1991
